Row.names,phrog,function,product
virus_comp_2438_cycle_1_3,8689,tail,pilot protein for DNA ejection
virus_comp_2438_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2440_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2440_cycle_1_7,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2473_cycle_1_6,1,integration and excision,integrase
virus_comp_2475_cycle_5_1,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2475_cycle_5_12,No_PHROG,unknown function,hypothetical protein
virus_comp_2475_cycle_5_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2475_cycle_5_3,5158,unknown function,hypothetical protein
virus_comp_2475_cycle_5_4,514,head and packaging,major head protein
virus_comp_2475_cycle_5_5,514,head and packaging,major head protein
virus_comp_2475_cycle_5_6,1642,head and packaging,virion structural protein
virus_comp_2475_cycle_5_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2476_cycle_1_1,22637,tail,pilot protein for DNA ejection
virus_comp_2476_cycle_1_2,514,head and packaging,major head protein
virus_comp_2476_cycle_1_3,1642,head and packaging,virion structural protein
virus_comp_2477_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2477_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2477_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2477_cycle_1_5,1670,DNA, RNA and nucleotide metabolism,DNA binding protein
virus_comp_2477_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2477_cycle_1_7,1642,head and packaging,virion structural protein
virus_comp_2489_cycle_1_2,8742,tail,pilot protein for DNA ejection
virus_comp_2489_cycle_1_3,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2489_cycle_1_4,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2489_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2496_cycle_1_6,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_250_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_124,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_139,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_140,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_145,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_148,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_149,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_150,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_151,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_158,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_159,16227,head and packaging,virion structural protein
virus_comp_250_cycle_1_160,37651,head and packaging,virion structural protein
virus_comp_250_cycle_1_163,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_165,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_172,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_177,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_199,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_221,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_257,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_261,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_262,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_3,16227,head and packaging,virion structural protein
virus_comp_250_cycle_1_58,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_250_cycle_1_81,No_PHROG,unknown function,hypothetical protein
virus_comp_2506_cycle_1_3,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2506_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2506_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2513_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2527_cycle_1_12,No_PHROG,unknown function,hypothetical protein
virus_comp_2527_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2535_cycle_1_4,1429,head and packaging,virion structural protein
virus_comp_254_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2551_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2552_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2552_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2554_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2559_cycle_1_3,1670,DNA, RNA and nucleotide metabolism,DNA binding protein
virus_comp_2572_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2589_cycle_1_2,514,head and packaging,major head protein
virus_comp_2589_cycle_1_3,1642,head and packaging,virion structural protein
virus_comp_2589_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2589_cycle_1_7,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2590_cycle_1_1,514,head and packaging,major head protein
virus_comp_2590_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2590_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2590_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2590_cycle_1_5,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2590_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2590_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_2590_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2591_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2591_cycle_1_2,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2591_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2591_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2591_cycle_1_5,514,head and packaging,major head protein
virus_comp_2591_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2591_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_2597_cycle_1_3,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2640_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2640_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2640_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2640_cycle_1_4,514,head and packaging,major head protein
virus_comp_2640_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2640_cycle_1_6,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2641_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2650_cycle_1_1,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2650_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2650_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2709_cycle_1_2,514,head and packaging,major head protein
virus_comp_2725_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2739_cycle_1_1,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2739_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2742_cycle_1_14,1820,unknown function,hypothetical protein
virus_comp_280_cycle_1_2,29507,head and packaging,virion structural protein
virus_comp_280_cycle_1_4,11589,head and packaging,major head protein
virus_comp_2803_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2807_cycle_1_7,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2814_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_2838_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2849_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_285_cycle_1_1,50,DNA, RNA and nucleotide metabolism,DnaC-like helicase loader
virus_comp_285_cycle_1_126,5939,tail,tail protein
virus_comp_2885_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_289_cycle_1_1,13211,tail,baseplate hub subunit and tail lysozyme
virus_comp_29_cycle_1_78,No_PHROG,unknown function,hypothetical protein
virus_comp_2904_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2904_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_2915_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2915_cycle_1_2,514,head and packaging,major head protein
virus_comp_2915_cycle_1_3,1642,head and packaging,virion structural protein
virus_comp_2915_cycle_1_4,1670,DNA, RNA and nucleotide metabolism,DNA binding protein
virus_comp_2915_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_2915_cycle_1_7,942,DNA, RNA and nucleotide metabolism,replication initiation protein
virus_comp_2915_cycle_1_8,29197,unknown function,hypothetical protein
virus_comp_2923_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2931_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_2945_cycle_1_13,56,other,DNA methyltransferase
virus_comp_2945_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_2945_cycle_1_6,1820,unknown function,hypothetical protein
virus_comp_2957_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2957_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_2968_cycle_1_2,58,tail,tail length tape measure protein
virus_comp_2968_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_297_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_2977_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_3_cycle_1_6,13941,unknown function,hypothetical protein
virus_comp_3_cycle_1_7,22208,unknown function,hypothetical protein
virus_comp_301_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_100,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_101,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_108,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_109,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_110,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_112,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_115,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_117,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_118,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_120,15610,other,protease
virus_comp_301_cycle_1_124,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_125,36964,head and packaging,terminase large subunit
virus_comp_301_cycle_1_126,36964,head and packaging,terminase large subunit
virus_comp_301_cycle_1_127,3753,head and packaging,portal protein
virus_comp_301_cycle_1_128,8158,head and packaging,head maturation protease
virus_comp_301_cycle_1_129,673,head and packaging,head scaffolding protein
virus_comp_301_cycle_1_130,3922,head and packaging,major head protein
virus_comp_301_cycle_1_18,26,connector,tail completion or Neck1 protein
virus_comp_301_cycle_1_19,9116,tail,tail protein
virus_comp_301_cycle_1_2,3281,DNA, RNA and nucleotide metabolism,endonuclease VII
virus_comp_301_cycle_1_20,227,tail,tail sheath stabilizer
virus_comp_301_cycle_1_22,23,tail,tail sheath
virus_comp_301_cycle_1_23,4542,tail,tail tube protein
virus_comp_301_cycle_1_25,150,tail,baseplate hub
virus_comp_301_cycle_1_26,1533,tail,tail length tape measure protein
virus_comp_301_cycle_1_37,28902,tail,major tail protein
virus_comp_301_cycle_1_38,199,lysis,holin
virus_comp_301_cycle_1_39,1800,tail,tail collar fiber protein
virus_comp_301_cycle_1_4,25,connector,head closure Hc1
virus_comp_301_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_51,9690,DNA, RNA and nucleotide metabolism,DNA helicase
virus_comp_301_cycle_1_52,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_53,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_54,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_55,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_56,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_57,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_58,12184,other,nucleotide pyrophosphohydrolase
virus_comp_301_cycle_1_59,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_62,59,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_301_cycle_1_63,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_64,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_67,3188,other,co-chaperonin GroES
virus_comp_301_cycle_1_68,1192,DNA, RNA and nucleotide metabolism,single strand DNA binding protein
virus_comp_301_cycle_1_69,97,other,UvsX-like recombinase
virus_comp_301_cycle_1_71,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_78,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_79,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_81,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_84,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_85,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_87,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_93,No_PHROG,unknown function,hypothetical protein
virus_comp_301_cycle_1_98,No_PHROG,unknown function,hypothetical protein
virus_comp_3037_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_3067_cycle_1_1,7549,unknown function,hypothetical protein
virus_comp_3109_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_3124_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_3127_cycle_1_2,3206,DNA, RNA and nucleotide metabolism,Avd protein of DGR
virus_comp_3136_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_315_cycle_1_1,23820,tail,tail fiber protein
virus_comp_3157_cycle_1_13,No_PHROG,unknown function,hypothetical protein
virus_comp_3167_cycle_1_3,7918,connector,neck passage structure protein
virus_comp_317_cycle_1_1,2860,head and packaging,endolysin
virus_comp_317_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_317_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_3236_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_3264_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_3264_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_330_cycle_1_31,5073,tail,tail fiber protein
virus_comp_330_cycle_1_36,No_PHROG,unknown function,hypothetical protein
virus_comp_330_cycle_1_39,No_PHROG,unknown function,hypothetical protein
virus_comp_330_cycle_1_48,2834,unknown function,hypothetical protein
virus_comp_330_cycle_1_54,No_PHROG,unknown function,hypothetical protein
virus_comp_34_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_34_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_34_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_34_cycle_1_12,16983,unknown function,hypothetical protein
virus_comp_34_cycle_1_13,No_PHROG,unknown function,hypothetical protein
virus_comp_34_cycle_1_2,18141,unknown function,hypothetical protein
virus_comp_34_cycle_1_3,15567,unknown function,hypothetical protein
virus_comp_34_cycle_1_4,4079,unknown function,hypothetical protein
virus_comp_34_cycle_1_5,236,other,nucleotide kinase
virus_comp_34_cycle_1_6,2152,unknown function,hypothetical protein
virus_comp_34_cycle_1_7,14642,lysis,endolysin
virus_comp_34_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_34_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_3404_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_3442_cycle_1_1,1421,head and packaging,virion structural protein
virus_comp_3464_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_3464_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_3464_cycle_1_7,No_PHROG,unknown function,hypothetical protein
virus_comp_347_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_347_cycle_1_4,8158,head and packaging,head maturation protease
virus_comp_347_cycle_1_5,8158,head and packaging,head maturation protease
virus_comp_347_cycle_1_6,3753,head and packaging,portal protein
virus_comp_347_cycle_1_7,24361,head and packaging,terminase
virus_comp_3522_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_3528_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_357_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_3571_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_358_cycle_1_16,924,unknown function,hypothetical protein
virus_comp_358_cycle_1_17,No_PHROG,unknown function,hypothetical protein
virus_comp_358_cycle_1_7,947,DNA, RNA and nucleotide metabolism,DNA polymerase processivity factor
virus_comp_36_cycle_2_10,909,head and packaging,major head protein
virus_comp_36_cycle_2_100,33450,tail,tail fiber protein
virus_comp_36_cycle_2_101,6305,tail,tail protein
virus_comp_36_cycle_2_106,10156,unknown function,hypothetical protein
virus_comp_36_cycle_2_107,9959,tail,tail length tape measure protein
virus_comp_36_cycle_2_11,5824,unknown function,hypothetical protein
virus_comp_36_cycle_2_12,2,head and packaging,terminase large subunit
virus_comp_36_cycle_2_13,64,head and packaging,portal protein
virus_comp_36_cycle_2_14,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_15,115,head and packaging,minor head protein
virus_comp_36_cycle_2_16,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_17,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_18,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_19,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_2,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_20,864,DNA, RNA and nucleotide metabolism,DNA primase
virus_comp_36_cycle_2_21,1365,unknown function,hypothetical protein
virus_comp_36_cycle_2_28,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_3,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_32,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_33,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_34,2967,transcription regulation,transcriptional regulator
virus_comp_36_cycle_2_35,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_37,1,integration and excision,integrase
virus_comp_36_cycle_2_38,1,integration and excision,integrase
virus_comp_36_cycle_2_39,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_40,2967,transcription regulation,transcriptional regulator
virus_comp_36_cycle_2_41,4,transcription regulation,transcriptional repressor
virus_comp_36_cycle_2_42,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_43,15534,DNA, RNA and nucleotide metabolism,HTH DNA binding protein
virus_comp_36_cycle_2_44,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_46,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_47,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_48,412,DNA, RNA and nucleotide metabolism,exonuclease VIII
virus_comp_36_cycle_2_49,148,DNA, RNA and nucleotide metabolism,RecT-like ssDNA annealing protein
virus_comp_36_cycle_2_5,4204,connector,tail terminator
virus_comp_36_cycle_2_50,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_51,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_52,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_53,12688,unknown function,hypothetical protein
virus_comp_36_cycle_2_54,379,DNA, RNA and nucleotide metabolism,DNA binding protein
virus_comp_36_cycle_2_56,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_57,200,other,lipoprotein
virus_comp_36_cycle_2_58,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_59,1770,DNA, RNA and nucleotide metabolism,Holliday junction resolvase
virus_comp_36_cycle_2_6,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_60,5558,moron, auxiliary metabolic gene and host takeover,Lar-like restriction alleviation protein
virus_comp_36_cycle_2_61,13987,other,radical SAM domain-containing protein
virus_comp_36_cycle_2_62,116,other,DNA methyltransferase
virus_comp_36_cycle_2_63,35728,unknown function,hypothetical protein
virus_comp_36_cycle_2_65,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_66,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_67,625,unknown function,hypothetical protein
virus_comp_36_cycle_2_68,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_69,424,moron, auxiliary metabolic gene and host takeover,phosphoadenosine phosphosulfate reductase
virus_comp_36_cycle_2_70,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_74,60,unknown function,hypothetical protein
virus_comp_36_cycle_2_75,9298,other,radical SAM domain protein
virus_comp_36_cycle_2_76,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_77,111,other,DNA methyltransferase
virus_comp_36_cycle_2_78,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_79,36110,unknown function,hypothetical protein
virus_comp_36_cycle_2_8,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_80,1075,DNA, RNA and nucleotide metabolism,tRNA splicing ligase
virus_comp_36_cycle_2_81,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_82,5429,DNA, RNA and nucleotide metabolism,DNA repair protein
virus_comp_36_cycle_2_83,12434,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_36_cycle_2_84,3301,other,pyrophosphatase
virus_comp_36_cycle_2_86,4932,DNA, RNA and nucleotide metabolism,single strand DNA binding protein
virus_comp_36_cycle_2_87,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_88,5795,tail,tail protein
virus_comp_36_cycle_2_9,29,head and packaging,major head protein
virus_comp_36_cycle_2_93,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_95,No_PHROG,unknown function,hypothetical protein
virus_comp_36_cycle_2_96,5302,tail,tail protein
virus_comp_36_cycle_2_97,3267,tail,tail protein
virus_comp_3620_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_3620_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_3621_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_3621_cycle_1_3,119,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_3621_cycle_1_4,9,head and packaging,terminase large subunit
virus_comp_3629_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_3629_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_3629_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_3629_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_3732_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_3732_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_3744_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_3755_cycle_1_3,No_PHROG,unknown function,hypothetical protein
virus_comp_3808_cycle_1_3,1952,unknown function,hypothetical protein
virus_comp_3811_cycle_1_8,3512,transcription regulation,sigma factor
virus_comp_384_cycle_1_1,33450,tail,tail fiber protein
virus_comp_384_cycle_1_2,26672,head and packaging,virion structural protein
virus_comp_384_cycle_1_3,15220,head and packaging,virion structural protein
virus_comp_384_cycle_1_4,26233,unknown function,hypothetical protein
virus_comp_384_cycle_1_5,14476,head and packaging,virion structural protein
virus_comp_3850_cycle_1_10,No_PHROG,unknown function,hypothetical protein
virus_comp_391_cycle_1_35,No_PHROG,unknown function,hypothetical protein
virus_comp_392_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_3930_cycle_1_11,2245,other,nucleoside triphosphate pyrophosphohydrolase
virus_comp_3976_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_3984_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_4_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_400_cycle_3_10,No_PHROG,unknown function,hypothetical protein
virus_comp_400_cycle_3_5,No_PHROG,unknown function,hypothetical protein
virus_comp_4028_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_407_cycle_1_1,13015,head and packaging,virion structural protein
virus_comp_407_cycle_1_12,13015,head and packaging,virion structural protein
virus_comp_407_cycle_1_13,No_PHROG,unknown function,hypothetical protein
virus_comp_407_cycle_1_14,No_PHROG,unknown function,hypothetical protein
virus_comp_407_cycle_1_8,35125,unknown function,hypothetical protein
virus_comp_407_cycle_1_9,No_PHROG,unknown function,hypothetical protein
virus_comp_4092_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_4092_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_4092_cycle_1_6,3,transcription regulation,transcriptional repressor
virus_comp_4094_cycle_1_2,400,tail,tail protein
virus_comp_4094_cycle_1_3,6700,lysis,endolysin
virus_comp_4192_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_42_cycle_1_1,3267,tail,tail protein
virus_comp_42_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_42_cycle_1_4,35520,tail,tail protein
virus_comp_4247_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_4270_cycle_1_1,635,lysis,endolysin
virus_comp_432_cycle_1_5,1423,DNA, RNA and nucleotide metabolism,Reverse transcriptase
virus_comp_4337_cycle_1_1,1794,lysis,amidase
virus_comp_4337_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_4351_cycle_1_1,12,head and packaging,portal protein
virus_comp_4351_cycle_1_2,119,DNA, RNA and nucleotide metabolism,HNH endonuclease
virus_comp_4351_cycle_1_3,9,head and packaging,terminase large subunit
virus_comp_436_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_4360_cycle_1_4,No_PHROG,unknown function,hypothetical protein
virus_comp_4360_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_439_cycle_1_31,78,connector,tail terminator
virus_comp_4406_cycle_1_8,No_PHROG,unknown function,hypothetical protein
virus_comp_4442_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_4442_cycle_1_2,No_PHROG,unknown function,hypothetical protein
virus_comp_4442_cycle_1_4,vfdb,moron, auxiliary metabolic gene and host takeover,VFDB virulence factor protein
virus_comp_4442_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_4442_cycle_1_6,No_PHROG,unknown function,hypothetical protein
virus_comp_448_cycle_1_73,582,transcription regulation,Arc-like repressor
virus_comp_4501_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_4502_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_4503_cycle_1_3,1437,head and packaging,terminase small subunit
virus_comp_4511_cycle_1_1,No_PHROG,unknown function,hypothetical protein
virus_comp_4511_cycle_1_5,No_PHROG,unknown function,hypothetical protein
virus_comp_454_cycle_1_11,No_PHROG,unknown function,hypothetical protein
virus_comp_454_cycle_1_3,392,other,metal-dependent hydrolase
virus_comp_457_cycle_1_2,64,head and packaging,portal protein
virus_comp_463_cycle_1_1,16259,DNA, RNA and nucleotide metabolism,DNA helicase
virus_comp_4695_cycle_1_2,No_PHROG,unknown function,hypothetical protein
